model,patient_accuracy,patient_balanced_accuracy,patient_macro_f1,patient_macro_roc_auc_ovr,patient_macro_average_precision,beat_accuracy,beat_balanced_accuracy,beat_macro_f1,beat_macro_roc_auc_ovr,beat_macro_average_precision
xgboost,0.5487804878048781,0.48375184998417503,0.487177317446643,0.8166188790759424,0.4794862246546708,0.45505969962229026,0.435145264815837,0.43402177593608854,0.7942640696179315,0.4488842671420455
